Dependency metrics,quinta, 2 dez 2021 12:06:03 WET
Class,Cyclic,Dcy,Dcy*,Dpt,Dpt*,PDcy,PDpt
"org.jabref.model.openoffice.CitationEntry",0,0,0,6,1 124,0,5
"org.jabref.model.openoffice.ootext.OOFormat",0,2,4,2,1 122,2,1
"org.jabref.model.openoffice.ootext.OOText",0,0,0,28,1 129,0,6
"org.jabref.model.openoffice.ootext.OOTextIntoOO",1,8,9,3,10,4,2
"org.jabref.model.openoffice.ootext.OOTextIntoOO.MyPropertyStack",1,3,9,1,10,3,1
"org.jabref.model.openoffice.rangesort.FunctionalTextViewCursor",0,3,12,3,10,2,3
"org.jabref.model.openoffice.rangesort.RangeOverlap",0,1,1,3,11,1,2
"org.jabref.model.openoffice.rangesort.RangeOverlapBetween",0,6,6,1,9,3,1
"org.jabref.model.openoffice.rangesort.RangeOverlapKind",0,0,0,4,12,0,2
"org.jabref.model.openoffice.rangesort.RangeOverlapWithin",0,7,8,1,9,2,1
"org.jabref.model.openoffice.rangesort.RangeSort",0,3,5,2,10,1,2
"org.jabref.model.openoffice.rangesort.RangeSort.HolderComparatorWithinPartition",0,3,3,1,11,2,1
"org.jabref.model.openoffice.rangesort.RangeSort.RangePartitions",0,1,1,3,11,1,2
"org.jabref.model.openoffice.rangesort.RangeSortEntry",0,1,2,1,9,1,1
"org.jabref.model.openoffice.rangesort.RangeSortVisual",0,4,17,1,9,2,1
"org.jabref.model.openoffice.rangesort.RangeSortVisual.ComparableMark",0,0,0,1,10,0,1
"org.jabref.model.openoffice.style.Citation",0,9,1 337,11,23,5,4
"org.jabref.model.openoffice.style.CitationGroup",0,8,1 343,12,20,4,5
"org.jabref.model.openoffice.style.CitationGroupId",0,0,0,7,22,0,4
"org.jabref.model.openoffice.style.CitationGroups",2,10,1 347,13,17,4,5
"org.jabref.model.openoffice.style.CitationLookupResult",784,2,1 333,8,1 121,2,3
"org.jabref.model.openoffice.style.CitationPath",0,1,1,3,18,1,2
"org.jabref.model.openoffice.style.CitationType",0,0,0,9,23,0,5
"org.jabref.model.openoffice.style.CitedKey",2,10,1 347,5,17,4,3
"org.jabref.model.openoffice.style.CitedKeys",2,5,1 347,5,17,3,4
"org.jabref.model.openoffice.style.CompareCitation",0,4,1 337,1,21,2,1
"org.jabref.model.openoffice.style.CompareCitedKey",0,2,1 335,2,22,2,1
"org.jabref.model.openoffice.style.NonUniqueCitationMarker",0,0,0,6,1 122,0,2
"org.jabref.model.openoffice.style.OODataModel",0,2,2,4,21,2,4
"org.jabref.model.openoffice.style.PageInfo",0,1,1,8,1 124,1,3
"org.jabref.model.openoffice.uno.CreationException",0,0,0,20,1 139,0,7
"org.jabref.model.openoffice.uno.NoDocumentException",0,0,0,19,1 135,0,6
"org.jabref.model.openoffice.uno.UnoBookmark",0,5,5,1,9,1,1
"org.jabref.model.openoffice.uno.UnoCast",0,0,0,19,35,0,3
"org.jabref.model.openoffice.uno.UnoCrossRef",0,2,2,1,11,1,1
"org.jabref.model.openoffice.uno.UnoCursor",0,2,8,3,14,1,3
"org.jabref.model.openoffice.uno.UnoNameAccess",0,1,1,3,21,1,1
"org.jabref.model.openoffice.uno.UnoNamed",0,2,2,3,21,1,1
"org.jabref.model.openoffice.uno.UnoProperties",0,1,1,2,18,1,1
"org.jabref.model.openoffice.uno.UnoRedlines",0,1,1,0,0,1,0
"org.jabref.model.openoffice.uno.UnoReferenceMark",0,5,5,3,18,1,2
"org.jabref.model.openoffice.uno.UnoScreenRefresh",0,0,0,5,10,0,2
"org.jabref.model.openoffice.uno.UnoSelection",0,2,8,1,11,1,1
"org.jabref.model.openoffice.uno.UnoStyle",0,1,1,0,0,1,0
"org.jabref.model.openoffice.uno.UnoTextDocument",0,4,7,3,17,1,1
"org.jabref.model.openoffice.uno.UnoTextRange",0,1,1,5,13,1,3
"org.jabref.model.openoffice.uno.UnoTextSection",0,5,5,1,9,1,1
"org.jabref.model.openoffice.uno.UnoUndo",0,1,1,0,0,1,0
"org.jabref.model.openoffice.uno.UnoUserDefinedProperty",0,2,8,1,10,1,1
"org.jabref.model.openoffice.util.OOListUtil",0,0,0,10,1 122,0,5
"org.jabref.model.openoffice.util.OOPair",0,0,0,4,26,0,2
"org.jabref.model.openoffice.util.OOResult",0,1,1,1,11,1,1
"org.jabref.model.openoffice.util.OOTuple3",0,0,0,1,10,0,1
"org.jabref.model.openoffice.util.OOVoidResult",0,0,0,2,12,0,2
"org.jabref.model.paging.Page",0,0,0,9,1 123,0,4
"org.jabref.model.pdf.FileAnnotation",0,1,1,10,1 128,1,3
"org.jabref.model.pdf.FileAnnotationType",0,0,0,6,1 129,0,3
"org.jabref.model.pdf.search.EnglishStemAnalyzer",0,0,0,3,1 122,0,3
"org.jabref.model.pdf.search.PdfSearchResults",784,1,1 333,7,1 121,1,3
"org.jabref.model.pdf.search.SearchFieldConstants",0,0,0,5,1 122,0,4
"org.jabref.model.pdf.search.SearchResult",784,4,1 333,6,1 121,2,4
"org.jabref.model.push.PushToApplicationConstants",0,0,0,6,1 122,0,2
"org.jabref.model.search.GroupSearchQuery",784,5,1 333,1,1 121,3,1
"org.jabref.model.search.matchers.AndMatcher",784,3,1 333,2,1 121,3,2
"org.jabref.model.search.matchers.MatcherSet",784,1,1 333,7,1 121,1,3
"org.jabref.model.search.matchers.MatcherSets",784,4,1 333,3,1 121,1,3
"org.jabref.model.search.matchers.MatcherSets.MatcherType",0,0,0,4,1 122,0,3
"org.jabref.model.search.matchers.NotMatcher",0,2,1 334,1,1,2,1
"org.jabref.model.search.matchers.OrMatcher",784,4,1 333,2,1 121,4,2
"org.jabref.model.search.rules.ContainBasedSearchRule",784,13,1 333,4,1 121,7,3
"org.jabref.model.search.rules.GrammarBasedSearchRule",784,12,1 333,7,1 121,6,4
"org.jabref.model.search.rules.GrammarBasedSearchRule.BibtexSearchVisitor",784,6,1 333,1,1 121,2,1
"org.jabref.model.search.rules.GrammarBasedSearchRule.Comparator",784,9,1 333,1,1 121,4,1
"org.jabref.model.search.rules.GrammarBasedSearchRule.ComparisonOperator",0,0,0,3,1 122,0,2
"org.jabref.model.search.rules.GrammarBasedSearchRule.ThrowingErrorListener",0,0,0,1,1 122,0,1
"org.jabref.model.search.rules.RegexBasedSearchRule",784,12,1 333,3,1 121,7,2
"org.jabref.model.search.rules.SearchRules",784,5,1 333,27,1 121,1,11
"org.jabref.model.search.rules.SearchRules.SearchFlags",0,0,0,31,1 123,0,12
"org.jabref.model.search.rules.SentenceAnalyzer",0,0,0,4,1 123,0,3
"org.jabref.model.strings.LatexToUnicodeAdapter",0,0,0,7,1 186,0,6
"org.jabref.model.strings.StringUtil",0,2,2,139,1 357,1,54
"org.jabref.model.strings.UnicodeToReadableCharMap",0,0,0,1,1 358,0,1
"org.jabref.model.study.FetchResult",784,1,1 333,4,1 121,1,2
"org.jabref.model.study.QueryResult",784,1,1 333,4,1 121,1,1
"org.jabref.model.study.Study",0,2,2,8,1 124,1,2
"org.jabref.model.study.StudyDatabase",0,0,0,5,1 125,0,3
"org.jabref.model.study.StudyQuery",0,0,0,4,1 125,0,3
"org.jabref.model.texparser.Citation",0,0,0,8,1 125,0,4
"org.jabref.model.texparser.LatexBibEntriesResolverResult",784,3,1 333,6,1 121,2,2
"org.jabref.model.texparser.LatexParserResult",784,2,1 333,8,1 121,2,3
"org.jabref.model.util.DummyFileUpdateMonitor",0,2,2,52,1 122,1,18
"org.jabref.model.util.FileHelper",784,2,1 333,18,1 121,2,16
"org.jabref.model.util.ListUtil",0,0,0,2,1 122,0,2
"org.jabref.model.util.MultiKeyMap",0,0,0,1,1 122,0,1
"org.jabref.model.util.OptionalUtil",0,0,0,20,1 167,0,13
"org.jabref.model.util.ResultingStringState",0,0,0,4,1 125,0,2
"org.jabref.model.util.TreeCollector",0,1,1,1,1 122,1,1
"org.jabref.preferences.AppearancePreferences",784,1,1 333,6,1 121,1,4
"org.jabref.preferences.ExportComparator",0,0,0,0,0,0,0
"org.jabref.preferences.ExternalApplicationsPreferences",0,0,0,9,1 122,0,7
"org.jabref.preferences.FilePreferences",0,1,3,51,1 123,1,23
"org.jabref.preferences.GeneralPreferences",0,1,1,47,1 122,1,27
"org.jabref.preferences.GuiPreferences",0,0,0,4,1 122,0,2
"org.jabref.preferences.ImportExportPreferences",0,0,0,9,1 122,0,5
"org.jabref.preferences.JabRefPreferences",784,101,1 333,25,1 121,46,17
"org.jabref.preferences.MrDlibPreferences",0,0,0,5,1 122,0,3
"org.jabref.preferences.PreferencesFilter",784,2,1 333,2,1 121,1,1
"org.jabref.preferences.PreferencesFilter.PreferenceOption",0,1,1,2,1 122,1,2
"org.jabref.preferences.PreferencesFilter.PreferenceType",0,0,0,2,1 123,0,2
"org.jabref.preferences.PreviewPreferences",784,6,1 333,11,1 121,4,7
"org.jabref.preferences.PreviewPreferences.Builder",784,2,1 333,3,1 121,2,3
"org.jabref.preferences.PushToApplicationPreferences",0,0,0,12,1 122,0,3
"org.jabref.preferences.SearchPreferences",0,2,8,6,1 122,2,4
"org.jabref.preferences.SidePanePreferences",0,1,1,8,1 122,1,5
"org.jabref.preferences.TelemetryPreferences",0,0,0,5,1 122,0,3
"org.jabref.preferences.VersionPreferences",0,1,3,5,1 122,1,3
"org.jabref.styletester.StyleTesterMain",0,6,1 335,0,0,5,0
"org.jabref.styletester.StyleTesterView",0,0,0,1,1,0,1

Interface,Cyclic,Dcy,Dcy*,Dpt,Dpt*,PDcy,PDpt
"org.jabref.gui.Dialog",0,0,0,1,1 122,0,1
"org.jabref.gui.DialogService",784,5,1 333,210,1 121,3,65
"org.jabref.gui.actions.Action",0,2,10,12,1 128,2,8
"org.jabref.gui.autocompleter.AutoCompletionStrategy",0,1,1,5,1 126,1,2
"org.jabref.gui.collab.DatabaseChangeListener",784,1,1 333,1,1 121,1,1
"org.jabref.gui.desktop.os.NativeDesktop",0,0,0,8,1 123,0,5
"org.jabref.gui.externalfiletype.ExternalFileType",0,3,18,24,1 124,2,11
"org.jabref.gui.fieldeditors.ContextMenuAddable",0,0,0,4,1 122,0,1
"org.jabref.gui.fieldeditors.EditorTextArea.PasteActionHandler",0,0,0,2,1 122,0,1
"org.jabref.gui.fieldeditors.FieldEditorFX",784,2,1 333,14,1 121,2,2
"org.jabref.gui.icon.JabRefIcon",0,0,0,46,1 149,0,18
"org.jabref.gui.importer.actions.GUIPostOpenAction",784,2,1 333,3,1 121,2,1
"org.jabref.gui.preferences.PreferenceTabViewModel",0,0,0,21,1 122,0,21
"org.jabref.gui.preferences.PreferencesTab",0,0,0,24,1 123,0,21
"org.jabref.gui.preferences.keybindings.presets.KeyBindingPreset",0,1,9,4,1 124,1,2
"org.jabref.gui.push.PushToApplication",784,5,1 333,15,1 121,5,2
"org.jabref.gui.search.RebuildFulltextSearchIndexAction.GetCurrentLibraryTab",784,1,1 333,1,1 121,1,1
"org.jabref.gui.search.rules.describer.SearchDescriber",0,0,0,4,1 122,0,2
"org.jabref.gui.util.TaskExecutor",784,2,1 333,72,1 121,2,25
"org.jabref.logic.auxparser.AuxParser",784,1,1 333,5,1 121,1,4
"org.jabref.logic.bst.VM.BstFunction",0,1,1 335,8,11,1,1
"org.jabref.logic.bst.Warn",0,0,0,6,1 131,0,1
"org.jabref.logic.cleanup.CleanupJob",784,2,1 333,15,1 121,2,1
"org.jabref.logic.importer.EntryBasedFetcher",784,3,1 333,9,1 121,2,5
"org.jabref.logic.importer.EntryBasedParserFetcher",784,5,1 333,8,1 121,2,2
"org.jabref.logic.importer.FulltextFetcher",784,3,1 333,15,1 121,3,2
"org.jabref.logic.importer.IdBasedFetcher",784,3,1 333,12,1 121,2,4
"org.jabref.logic.importer.IdBasedParserFetcher",784,8,1 333,27,1 121,4,2
"org.jabref.logic.importer.IdFetcher",784,4,1 333,9,1 121,3,5
"org.jabref.logic.importer.IdParserFetcher",784,6,1 333,4,1 121,3,3
"org.jabref.logic.importer.ImportFormatReader.CheckedFunction",0,0,0,1,1 122,0,1
"org.jabref.logic.importer.OutputPrinter",0,0,0,2,1 123,0,1
"org.jabref.logic.importer.PagedSearchBasedFetcher",784,4,1 333,14,1 121,3,3
"org.jabref.logic.importer.PagedSearchBasedParserFetcher",784,9,1 333,4,1 121,4,2
"org.jabref.logic.importer.Parser",784,2,1 333,37,1 121,2,5
"org.jabref.logic.importer.SearchBasedFetcher",784,4,1 333,34,1 121,3,6
"org.jabref.logic.importer.SearchBasedParserFetcher",784,7,1 333,13,1 121,3,2
"org.jabref.logic.importer.WebFetcher",784,2,1 333,24,1 121,2,8
"org.jabref.logic.integrity.DatabaseChecker",784,2,1 333,1,1 121,2,1
"org.jabref.logic.integrity.EntryChecker",784,2,1 333,14,1 121,2,1
"org.jabref.logic.integrity.ValueChecker",0,0,0,21,1 140,0,2
"org.jabref.logic.layout.LayoutFormatter",0,0,0,105,1 254,0,4
"org.jabref.logic.layout.ParamLayoutFormatter",0,1,1,14,1 136,1,2
"org.jabref.logic.pdf.AnnotationImporter",0,1,2,3,1 124,1,1
"org.jabref.logic.preview.PreviewLayout",784,2,1 333,15,1 121,2,9
"org.jabref.logic.remote.server.MessageHandler",784,1,1 333,6,1 121,1,3
"org.jabref.logic.shared.DatabaseConnection",0,1,2,7,1 126,1,1
"org.jabref.logic.shared.DatabaseConnectionProperties",0,1,1,6,1 131,1,2
"org.jabref.logic.shared.DatabaseSynchronizer",784,4,1 333,9,1 121,2,5
"org.jabref.logic.texparser.LatexParser",784,1,1 333,1,1 121,1,1
"org.jabref.logic.util.FileType",0,0,0,14,1 126,0,8
"org.jabref.logic.util.io.FileFinder",784,1,1 333,5,1 121,1,2
"org.jabref.migrations.PostOpenMigration",784,1,1 333,5,1 121,1,2
"org.jabref.model.entry.field.Field",0,2,4,219,1 205,2,54
"org.jabref.model.entry.identifier.Identifier",0,1,5,11,1 141,1,5
"org.jabref.model.entry.types.EntryType",0,0,0,86,1 150,0,35
"org.jabref.model.groups.GroupEntryChanger",784,2,1 333,9,1 121,2,4
"org.jabref.model.groups.WordKeywordGroup.SearchStrategy",784,1,1 333,4,1 121,1,1
"org.jabref.model.openoffice.backend.NamedRange",0,2,2,4,13,1,2
"org.jabref.model.openoffice.backend.NamedRangeManager",0,3,3,2,11,2,1
"org.jabref.model.openoffice.rangesort.RangeHolder",0,0,0,7,18,0,2
"org.jabref.model.openoffice.rangesort.RangeSortable",0,1,1,3,11,1,2
"org.jabref.model.openoffice.style.CitationMarkerEntry",784,2,1 333,8,1 121,2,3
"org.jabref.model.openoffice.style.CitationMarkerNormEntry",784,1,1 333,5,1 121,1,2
"org.jabref.model.openoffice.style.CitationMarkerNumericBibEntry",0,0,0,6,1 123,0,2
"org.jabref.model.openoffice.style.CitationMarkerNumericEntry",0,1,1,7,1 123,1,2
"org.jabref.model.openoffice.style.ComparableCitation",0,2,1 335,2,25,2,1
"org.jabref.model.openoffice.style.ComparableCitedKey",0,1,1 334,3,27,1,1
"org.jabref.model.search.SearchMatcher",784,1,1 333,11,1 121,1,6
"org.jabref.model.search.rules.SearchRule",784,2,1 333,8,1 121,2,4
"org.jabref.model.util.FileUpdateListener",0,0,0,7,1 125,0,5
"org.jabref.model.util.FileUpdateMonitor",0,1,1,43,1 124,1,22
"org.jabref.preferences.PreferencesService",784,56,1 333,217,1 121,30,67

Package,Cyclic,PDcy,PDpt,PDpt*
"",0,0,0,1
"META-INF.services",0,0,0,n/a
"bst",0,0,0,n/a
"csl-locales",0,0,0,n/a
"csl-styles",0,0,0,n/a
"icons",0,0,0,n/a
"images",0,0,0,n/a
"l10n",0,0,0,n/a
"org.jabref.architecture",0,0,0,1
"org.jabref.cli",153,30,2,162
"org.jabref.gui",153,86,88,162
"org.jabref.gui.actions",153,12,51,162
"org.jabref.gui.autocompleter",153,7,6,162
"org.jabref.gui.auximport",153,8,2,162
"org.jabref.gui.bibtexextractor",153,15,1,162
"org.jabref.gui.citationkeypattern",153,14,3,162
"org.jabref.gui.cleanup",153,13,1,162
"org.jabref.gui.collab",153,19,1,162
"org.jabref.gui.commonfxcontrols",153,12,4,162
"org.jabref.gui.contentselector",153,7,1,162
"org.jabref.gui.copyfiles",153,11,2,162
"org.jabref.gui.customentrytypes",153,10,1,162
"org.jabref.gui.desktop",153,12,14,162
"org.jabref.gui.desktop.os",153,3,4,162
"org.jabref.gui.dialogs",153,6,3,162
"org.jabref.gui.documentviewer",153,7,2,162
"org.jabref.gui.duplicationFinder",153,11,2,162
"org.jabref.gui.edit",153,17,3,162
"org.jabref.gui.entryeditor",153,42,8,162
"org.jabref.gui.entryeditor.fileannotationtab",153,19,1,162
"org.jabref.gui.errorconsole",153,8,1,162
"org.jabref.gui.exporter",153,25,5,162
"org.jabref.gui.externalfiles",153,25,8,162
"org.jabref.gui.externalfiletype",153,13,18,162
"org.jabref.gui.fieldeditors",153,43,8,162
"org.jabref.gui.fieldeditors.contextmenu",153,13,2,162
"org.jabref.gui.groups",153,23,6,162
"org.jabref.gui.help",153,9,17,162
"org.jabref.gui.icon",153,1,38,162
"org.jabref.gui.importer",153,20,8,162
"org.jabref.gui.importer.actions",153,16,3,162
"org.jabref.gui.importer.fetcher",153,18,2,162
"org.jabref.gui.integrity",153,10,1,162
"org.jabref.gui.journals",153,9,1,162
"org.jabref.gui.keyboard",153,8,16,162
"org.jabref.gui.libraryproperties",153,11,1,162
"org.jabref.gui.linkedfile",153,13,2,162
"org.jabref.gui.logging",0,3,0,1
"org.jabref.gui.maintable",153,37,8,162
"org.jabref.gui.maintable.columns",153,14,2,162
"org.jabref.gui.menus",153,11,5,162
"org.jabref.gui.mergeentries",153,16,8,162
"org.jabref.gui.metadata",153,11,1,162
"org.jabref.gui.openoffice",153,30,1,162
"org.jabref.gui.preferences",153,34,21,162
"org.jabref.gui.preferences.appearance",153,7,1,162
"org.jabref.gui.preferences.citationkeypattern",153,11,1,162
"org.jabref.gui.preferences.customexporter",153,7,1,162
"org.jabref.gui.preferences.customimporter",153,10,1,162
"org.jabref.gui.preferences.entryeditor",153,6,1,162
"org.jabref.gui.preferences.entryeditortabs",153,10,1,162
"org.jabref.gui.preferences.external",153,8,1,162
"org.jabref.gui.preferences.file",153,7,1,162
"org.jabref.gui.preferences.general",153,10,1,162
"org.jabref.gui.preferences.groups",153,5,1,162
"org.jabref.gui.preferences.importexport",153,8,1,162
"org.jabref.gui.preferences.journals",153,8,1,162
"org.jabref.gui.preferences.keybindings",153,8,2,162
"org.jabref.gui.preferences.keybindings.presets",153,2,1,162
"org.jabref.gui.preferences.linkedfiles",153,9,1,162
"org.jabref.gui.preferences.nameformatter",153,11,1,162
"org.jabref.gui.preferences.network",153,14,1,162
"org.jabref.gui.preferences.preview",153,13,1,162
"org.jabref.gui.preferences.protectedterms",153,13,1,162
"org.jabref.gui.preferences.table",153,13,1,162
"org.jabref.gui.preferences.xmp",153,8,1,162
"org.jabref.gui.preview",153,17,7,162
"org.jabref.gui.push",153,12,3,162
"org.jabref.gui.remote",153,5,2,162
"org.jabref.gui.search",153,20,5,162
"org.jabref.gui.search.rules.describer",153,5,1,162
"org.jabref.gui.shared",153,20,2,162
"org.jabref.gui.sidepane",153,9,5,162
"org.jabref.gui.slr",153,16,1,162
"org.jabref.gui.specialfields",153,11,7,162
"org.jabref.gui.texparser",153,16,2,162
"org.jabref.gui.undo",153,11,22,162
"org.jabref.gui.util",153,19,67,162
"org.jabref.gui.util.comparator",153,3,1,162
"org.jabref.gui.util.component",153,6,2,162
"org.jabref.gui.util.uithreadaware",0,0,2,163
"org.jabref.logic",153,4,12,162
"org.jabref.logic.autosaveandbackup",153,9,4,162
"org.jabref.logic.auxparser",153,6,6,162
"org.jabref.logic.bibtex",153,11,18,162
"org.jabref.logic.bibtex.comparator",153,10,7,162
"org.jabref.logic.bst",153,13,1,162
"org.jabref.logic.citationkeypattern",153,14,19,162
"org.jabref.logic.citationstyle",153,11,5,162
"org.jabref.logic.cleanup",153,24,21,162
"org.jabref.logic.crawler",153,19,1,162
"org.jabref.logic.database",153,12,5,162
"org.jabref.logic.exporter",153,28,18,162
"org.jabref.logic.externalfiles",153,7,3,162
"org.jabref.logic.formatter",153,7,4,162
"org.jabref.logic.formatter.bibtexfields",153,8,11,162
"org.jabref.logic.formatter.casechanger",153,5,10,162
"org.jabref.logic.formatter.minifier",153,2,1,162
"org.jabref.logic.git",153,1,2,162
"org.jabref.logic.groups",153,2,4,162
"org.jabref.logic.help",153,1,18,162
"org.jabref.logic.importer",153,24,38,162
"org.jabref.logic.importer.fetcher",153,26,8,162
"org.jabref.logic.importer.fetcher.transformers",0,1,3,163
"org.jabref.logic.importer.fileformat",153,26,18,162
"org.jabref.logic.importer.fileformat.mods",0,0,0,1
"org.jabref.logic.importer.util",153,21,11,162
"org.jabref.logic.integrity",153,14,2,162
"org.jabref.logic.journals",0,0,12,163
"org.jabref.logic.l10n",0,0,102,163
"org.jabref.logic.layout",153,12,16,162
"org.jabref.logic.layout.format",153,15,12,162
"org.jabref.logic.logging",0,0,3,163
"org.jabref.logic.msbib",153,5,2,162
"org.jabref.logic.net",153,3,11,162
"org.jabref.logic.openoffice",153,7,3,162
"org.jabref.logic.openoffice.action",0,13,0,1
"org.jabref.logic.openoffice.backend",0,6,2,3
"org.jabref.logic.openoffice.frontend",0,10,1,2
"org.jabref.logic.openoffice.style",153,13,6,162
"org.jabref.logic.pdf",153,5,2,162
"org.jabref.logic.pdf.search.indexing",153,10,3,162
"org.jabref.logic.pdf.search.retrieval",153,9,1,162
"org.jabref.logic.preferences",153,1,12,162
"org.jabref.logic.preview",153,2,9,162
"org.jabref.logic.protectedterms",153,2,7,162
"org.jabref.logic.remote",153,4,5,162
"org.jabref.logic.remote.client",153,3,2,162
"org.jabref.logic.remote.server",153,4,4,162
"org.jabref.logic.remote.shared",0,0,2,163
"org.jabref.logic.search",153,7,9,162
"org.jabref.logic.shared",153,22,8,162
"org.jabref.logic.shared.event",153,2,2,162
"org.jabref.logic.shared.exception",153,1,2,162
"org.jabref.logic.shared.listener",153,1,1,162
"org.jabref.logic.shared.prefs",153,2,5,162
"org.jabref.logic.shared.security",0,0,3,163
"org.jabref.logic.texparser",153,8,2,162
"org.jabref.logic.undo",0,0,2,163
"org.jabref.logic.util",153,11,51,162
"org.jabref.logic.util.io",153,11,28,162
"org.jabref.logic.util.strings",153,2,9,162
"org.jabref.logic.xmp",153,9,9,162
"org.jabref.migrations",153,14,3,162
"org.jabref.model",153,2,28,162
"org.jabref.model.database",153,13,89,162
"org.jabref.model.database.event",153,2,15,162
"org.jabref.model.entry",153,12,97,162
"org.jabref.model.entry.event",153,4,10,162
"org.jabref.model.entry.field",153,3,78,162
"org.jabref.model.entry.identifier",153,2,17,162
"org.jabref.model.entry.types",153,3,49,162
"org.jabref.model.groups",153,12,14,162
"org.jabref.model.groups.event",153,2,1,162
"org.jabref.model.metadata",153,10,36,162
"org.jabref.model.metadata.event",153,2,2,162
"org.jabref.model.openoffice",0,0,4,163
"org.jabref.model.openoffice.backend",0,1,1,4
"org.jabref.model.openoffice.ootext",0,3,5,163
"org.jabref.model.openoffice.rangesort",0,2,2,3
"org.jabref.model.openoffice.style",153,4,4,162
"org.jabref.model.openoffice.uno",0,0,7,166
"org.jabref.model.openoffice.util",0,0,7,165
"org.jabref.model.paging",0,0,3,163
"org.jabref.model.pdf",0,0,2,163
"org.jabref.model.pdf.search",153,1,5,162
"org.jabref.model.push",0,0,2,163
"org.jabref.model.search",153,2,5,162
"org.jabref.model.search.matchers",153,4,2,162
"org.jabref.model.search.rules",153,8,12,162
"org.jabref.model.strings",0,0,55,166
"org.jabref.model.study",153,1,2,162
"org.jabref.model.texparser",153,1,3,162
"org.jabref.model.util",153,3,46,162
"org.jabref.preferences",153,45,89,162
"org.jabref.styletester",0,4,0,1
"protectedterms",0,0,0,n/a
"resource.layout",0,0,0,n/a
"resource.layout.din1505",0,0,0,n/a
"resource.layout.endnote",0,0,0,n/a
"resource.layout.harvard",0,0,0,n/a
"resource.layout.iso690rtf",0,0,0,n/a
"resource.layout.iso690txt",0,0,0,n/a
"resource.layout.listrefs",0,0,0,n/a
"resource.layout.misq",0,0,0,n/a
"resource.layout.openoffice",0,0,0,n/a
"resource.layout.ris",0,0,0,n/a
"resource.layout.tablerefs",0,0,0,n/a
"resource.layout.tablerefsabsbib",0,0,0,n/a
"resource.ods",0,0,0,n/a
"resource.openoffice",0,0,0,n/a
"xjc.bibtexml",0,0,0,n/a
"xjc.endnote",0,0,0,n/a
"xjc.medline",0,0,0,n/a
"xjc.mods",0,0,0,n/a

